suburb|price|unit_price|unit_percentage|income|remuneration|multiplier|agreement_term|agreement_remain|agreement_age|total_unit|wage_per_unit|owner_occupy|letting|income_per_letting|look_ups|outside_agents|manager_bed|manager_bathroom|manager_car|office|office_hour|agency|agent|complex_feature|url|title|description|unit_feature|pets|last_update|property_id|crawl_date
MCDOWALL|675000|470000|0.7|62594|50380|3.3|25|2|0|38|1325.79|19|9|1357.11|0|0|3|0|0|1| | Raas Group|Peter Sagner|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/MCDOWALL-QLD-3879470|"Caretaker absolutely must retire!
              "|An ideal one person business.  With 79% of the income securely derived from the caretaking salary.  There is room to grow the letting income by capturing the rentals held by outside agents.|" 
                       "|Yes| 3 months ago.|3879470|2018-08-28
CLEVELAND|751555|0|0|156574|115759|4.8|25|15|0|73|1585.74|47|18|2267.5|0|0|0|0|0|1| | Raas Group|Robert Collins|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/CLEVELAND-QLD-3883458|"Three Contagious Complexes
              "|All available together Reasonably priced|" 
                       "|Yes| 3 weeks ago.|3883458|2018-08-28
Albany Creek|699000|0|0|169861|81400|4.1|25|25|0|74|1100|0|50|1769.22|0|0|0|0|0|1| | Resort Brokers|Brent Staker|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/AlbanyCreek-QLD-3860651|"Amazing Off The Plan Luxury Townhouse Complex - 23% ROI | Resort Brokers ID : MRB004849
              "|Resort Brokers Australia offers you Preston Point, located in Albany Creek. This large, 3 stage 'off the plan' townhouse complex consists of 2, 3 and 4 bedroom pavilion homes|" 
                       "|yes| 1 year ago.|3860651|2018-08-28
Woody Point|355000|0|0|82703|81000|4.3|25|8|0|81|0|79||0|0|2|0|0|0|0| 0| Resort Brokers|Brent Staker|" Pool&BBQ
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/WoodyPoint-QLD-3883150|"Solid Caretaking Business in Woody Point | Resort Brokers ID : MRC005388
              "|Resort Brokers Australia is excited to offer to the market a caretaking business. Waters Edge is an easy to run caretaking only business. This is an apartment style complex located in the suburb of Woody Point located on the Redcliffe Peninsula. Redcliffe is arguably one of Brisbanes hot spot locations for a weekend visit and unwind. The growth in this area has increased significantly in the past ten years attracting new local business co-existing with current well-established businesses.|" 
                       "|no| 1 month ago.|3883150|2018-08-28
East Brisbane|1383717|0|0|318926|120650|4.3|25|25|0|127|950|0|102|1943.88|0|0|2|0|0|0| | Resort Brokers|Gareth Closter|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/EastBrisbane-QLD-3836940|"Business Only Management Rights - 23% Return!  | Resort Brokers ID : OTP004377
              "|It was only a matter of time before the trendy suburb of East Brisbane saw the emergence of a building of this quality. The Welllington is a unique retail and living management rights (genuine business only), located in the heart of the suburb. Due for completion in October 2017, it presents a perfect opportunity for an experienced operator to add to their growing portfolio.|" 
                       "|no| 2 years ago.|3836940|2018-08-28
Bowen Hills|1452443|0|0|382230|0|3.8|25|25|0||0|0||0|0|0|0|0|0|0| | Resort Brokers|Nathan Eades|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/BowenHills-QLD-3845448|"Designer Apartments in Elevated Inner City Location - Business Only OTP MLR | Resort Brokers ID : OTP004472
              "|Omega Apartments consists of 130 spacious one and two bedroom apartments located within the $2.9 billion RNA urban renewal precinct. All of the apartments include spacious balconies, a secure car park and the two bedroom apartments comprise two bathrooms. Omega Apartments has four podium car park levels and 13 residential levels commencing on level five.|" 
                       "|no| 2 years ago.|3845448|2018-08-28
Oxley|740000|0|0|172494|66000|4.3|25|25|0|66|1000|0|48|2218.62|0|0|0|0|0|0| | Resort Brokers|Nathan Eades|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Oxley-QLD-3860670|"Price Reduced, Projections Reviewed based on Market Feedback!  | Resort Brokers ID : MRB004850
              "|Pavilions on Parkvue is offered to the market exclusively by Resort Brokers Australia. The large, spacious and beautifully appointed 3 and 4 bedroom pavilion homes will surround a luxurious resort styled swimming pool and recreational area in the South West growth corridor of Brisbane.|" 
                       "|yes| 1 year ago.|3860670|2018-08-28
Newstead|4689353|0|0|919481|350000|5.1|25|25|0|319|0|0||0|0|0|2|2|1|0| 8am-5pm M-F, 8am-12pm Sat| Resort Brokers|Tim Crooks|" Concierge, health&wellness centre
Private residentsâ lounge and dining with associated kitchen,
Podium level outdoor landscaped terrace and fire pit
Outdoor kitchen/BBQ and dining
Communal space and island bar
Billiard table, private theatre room
Landscaped rooftop garden terrace with outdoor kitchen/BBQ and dining
Pools and spa
Outdoor cinema
Putting green and lounging areas
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Newstead-QLD-3865268|"2 Towers, 319 Apartments, 1 Body Corporate | Resort Brokers ID : OTP004954
              "|Highly anticipated, Kokodas premier Brisbane development, Chester&Ella, is a residential oasis with upscale hotel amenity situated in the heart of energetic Newstead|" Ground floor apartment - located in Ella
Total living area of 87m2, including a 16m2 outdoor terrace.
                       "|yes| 11 months ago.|3865268|2018-08-28
Mango Hill|1263006|370000|0.29|190150|89415|4.7|25|23|0|81|1103.89|0|73|1379.93|0|7|3|2|0|0| No set office hours| Resort Brokers|Brent Staker|" pool
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/MangoHill-QLD-3872092|"Quality Business in Mango Hill with No Requirement to Live Onsite! | Resort Brokers ID : MR005120
              "|Resort Brokers Australia is proud to present to the market Mercury Grove and Mango Hill Pocket. On offer are two townhouse complexes separated by a 2 minutes drive. This opportunity is located in the booming suburb of Mango Hill. Built in 2016 these complexes consist of 81 dwellings one of which is a managers unit. Both complexes are fully tenanted with only 7 not in the rental pool going to outside agents. This prime location of Mango Hill is 30min North of Brisbane CBD.|" two large guest bedrooms both with built-ins and ceiling fans; main bathroom is large with shower; toilet and sink; master bedroom consists of walk-in wardrobe and large ensuite; open plan kitchen,dining and lounge room, large glass doors and windows
                       "|yes| 5 months ago.|3872092|2018-08-28
Keperra|0|630000||279234|103639|1.7|25|24|2017||0|0|79|0|0|0|3|2|2|1| NONE| SIRE Management Rights|Richard  and Jessica|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Keperra-QLD-3877286|"Not required to live onsite!
              "|- Easy to run business|" - Optional to purchase managers unit- Not required to live onsite - 3 beds, 2.5 baths, DLUG, private courtyard- Office on title
                       "|Yes| 4 months ago.|3877286|2018-08-28
Deception Bay|1180000|380000|0.32|155298|67643|5.2|25|23|0||0|0|47|0|0|0|3|2|2|1| NONE| SIRE Management Rights|Richard  Jessica|" Pool, BBQ, Low Maintenance
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/DeceptionBay-QLD-3877291|"Perfect Location, Great Business Opportunity!
              "|- Easy to run business|" 3 Beds, 2.5 Baths, DLUG, Private Courtyard, Office On Title
                       "|No| 4 months ago.|3877291|2018-08-28
Sherwood|625|0|0|116090|62693|5.4|25|23|2||0|0|32|0|0|0|0|0|0|0| NONE| SIRE Management Rights|Richard  Jessica|" - New complex with minimal work- Low maintenance
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Sherwood-QLD-3878565|"No Unit To Buy, Not Required To Live Onsite - Nice
              "|- Excellent add-on business with no unit to buy|" No managers unit to buy - business only
                       "|No| 3 months ago.|3878565|2018-08-28
Bridgeman Downs|2060000|0|0|285713|0|7.2|25|25|0|113|0|0|72|3968.24|0|2|4|0|0|0| | Resort Brokers|Alex Cook|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/BridgemanDowns-QLD-3872477|"The Perfect MR in Peaceful Bridgeman Downs | Resort Brokers ID : MR005136
              "|Great opportunity to purchase the management rights to this well-established villa / townhouse complex that genuinely ticks all the boxes agreements recently topped up to 23 years, easy to operate, ability to live off-site, spacious managers residence, scope for growth|" 
                       "|yes| 7 months ago.|3872477|2018-08-28
Lutwyche|510016|0|0|98080|50915|5.2|25|24|0|49|1039.08|0|31|1521.45|0|0|0|0|0|0| no set hours| Resort Brokers|Jessica  Wilkie|" BBQ
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Lutwyche-QLD-3884008|"19% ROI Business Only Managements Rights - 10 Mins From CBD | Resort Brokers ID : MRB005414
              "|Business Only Management Rights - There is no need to buy real-estate or live onsite and there are no set office hours. 23&24 year brand new agreements!|" 
                       "|yes| 1 week ago.|3884008|2018-08-28
Mango Hill|955000|405000|0.42|121219|56976|4.5|25|23|0|50|1139.52|2|45|1427.62|0|3|3|2|1|1| None| Resort Brokers|Brent Staker|" pool and BBQ
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/MangoHill-QLD-3882940|"Neat and Secure Mango Hill Business Netting Over 120K Approx. | Resort Brokers ID : MR005382
              "|Resort Brokers Australia is excited to offer to the market Kinsella Place. This management rights townhouse-style complex is located in the suburb of Mango Hill. Mango Hill is arguably one of Brisbanes most up and coming locations. The growth in this area has increased significantly in the past ten years attracting new local business co-existing with current well-established businesses.|" Three large spacious bedrooms and two bathrooms. Single lock up garage and one visitor spot. 
Multi-level with a spacious lounge and dining area.
                       "|yes| 1 month ago.|3882940|2018-08-28
Ormiston|1125000|365000|0.32|157613|119915|4.8|10|10|0|58|2067.5|0|24|1570.75|0|0|3|2|1|1| Approximately 4.5 hours a week| RCA Business Brokers|Rod Askew|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Ormiston-QLD-3884145|"LIGHT DUTIES PERMANENT RENTALS NETTING OVER $150,000
              "|Over $150,000 nett income|" Management Rights \\\\\\$ - Only \\\\\\$750,000Managers Unit \\\\\\$  - \\\\\\$365,000Aircon, Courtyard, Single Lock Up Garage
                       "|No| 1 week ago.|3884145|2018-08-28
Newstead|575208|0|0|110617|51984|5.2|25|23|0|35|1485.26|6|48|1221.52|0|7|0|0|0|0| No| Resort Brokers|Jessica  Wilkie|" rooftop entertainment area
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Newstead-QLD-3881065|"Business Only In Newstead! Very Low Maintenance! Perfect Add On! | Resort Brokers ID : MRB005338
              "|Genuine Business-Only Management Rights in the heart of Newstead. There is  no need to buy real estate or live onsite and there are no set office hours.  Extremely low maintenance building with a rooftop entertainment area however there is no pool, gym or any mowing! The building consists of 48 stunning one and two bedroom apartments with 35 in the letting pool.|" 
                       "|no| 2 months ago.|3881065|2018-08-28
Eight Mile Plains|0|650000||243086|104046|5.5|25|21|9||0|0||0|0|0|4|2|0|1| NO| SIRE Management Rights|Richard Skiba and Jessica Dong|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/EightMilePlains-QLD-3881971|"Great Lifestyle Business
              "|Managers  Residence:|" - Spacious 4 bed, 2.5 bath, DLUGâ- Spacious Office On Title- Living in manager currently renting out 2 rooms for \\\\\\\\\\\$15,000 per year- Perfect for a family to live in
                       "|No| 3 weeks ago.|3881971|2018-08-28
Hamilton|3400000|600000|0.18|536838|37863|5.2|25|22|0|32|1183.22|0|32|15592.97|0|0|0|0|0|0| No set office hours| Resort Brokers|Gareth Closter|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Hamilton-QLD-3880774|"Near City Boutique Offering with $530K+ Nett Income | Resort Brokers ID : MRB005327
              "|The offering of the Management Rights to Link at Portside represents an outstanding opportunity to secure a business with a high net income towards $600k p.a with no requirement to reside onsite or own a unit within the agreements. Going concern Management Rights of this scale in Brisbane are extremely rare and we recommend your serious consideration of this high quality offering.|" This is a rare opportunity to purchase a business of this scale with NO residential real estate involved in the transaction. The opportunity is however complemented by a 47m2 office in addition to the 7m2 office on occupation authority. The owner of the business could sub divide this area and lease a portion out or could establish a property management business and offer management services to investors who have units in the area.
                       "|no| 2 months ago.|3880774|2018-08-28
